TAZ,RSA,CSA,COUNTY,COUNTY_ID,DIST,DIST_ID,SUPDIST,SUPDIST_ID
820,17,81,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
821,17,81,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
822,17,81,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
823,17,80,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
824,17,80,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
825,17,80,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
826,17,80,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
827,17,80,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
828,17,80,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
829,17,80,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
830,17,80,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
831,17,80,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
832,17,80,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
833,17,79,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
834,17,79,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
835,17,79,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
836,17,79,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
837,17,79,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
838,17,79,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
839,17,79,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
840,17,79,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
841,17,79,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
842,17,79,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
843,17,79,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
844,17,79,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
845,17,79,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
846,17,79,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
847,17,79,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
848,17,79,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
849,17,79,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
850,17,79,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
851,17,77,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
852,17,79,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
853,17,79,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
854,17,79,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
855,17,79,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
856,17,77,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
857,17,77,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
858,17,77,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
859,17,77,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
860,17,77,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
861,17,77,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
862,17,77,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
863,17,77,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
864,17,77,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
865,17,77,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
866,17,77,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
867,17,77,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
868,17,77,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
869,17,86,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
870,17,86,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
871,17,86,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
872,17,80,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
873,17,80,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
874,17,80,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
875,17,73,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
876,17,73,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
877,17,86,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
878,17,86,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
879,17,80,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
880,17,86,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
881,17,78,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
882,17,78,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
883,17,78,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
884,17,78,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
885,17,78,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
886,17,78,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
887,17,78,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
888,17,78,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
889,17,78,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
890,17,78,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
891,17,78,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
892,17,78,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
893,17,78,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
894,17,78,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
895,17,78,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
896,17,78,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
897,17,78,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
898,17,78,"Los Angeles",1,"CENTRAL LA",17,"WEST LA",10
899,18,156,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
900,18,146,"Los Angeles",1,"WEST LA",16,"WEST LA",10
901,18,156,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
902,18,146,"Los Angeles",1,"WEST LA",16,"WEST LA",10
903,18,156,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
904,18,156,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
905,18,156,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
906,18,156,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
907,18,156,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
908,18,156,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
909,18,156,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
910,18,154,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
911,18,154,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
912,18,154,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
913,18,154,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
914,18,154,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
915,18,156,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
916,18,156,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
917,18,156,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
918,18,156,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
919,18,156,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
920,18,157,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
921,18,157,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
922,18,157,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
923,18,154,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
924,18,154,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
925,18,154,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
926,18,154,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
927,18,154,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
928,18,154,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
929,18,154,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
930,18,154,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
931,18,154,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
932,18,154,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
933,18,154,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
934,18,154,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
935,18,154,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
936,18,154,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
937,18,154,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
938,18,154,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
939,18,154,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
940,18,154,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
941,18,154,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
942,18,154,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
943,18,154,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
944,18,154,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
945,18,152,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
946,18,154,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
947,18,154,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
948,18,155,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
949,18,155,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
950,18,155,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
951,18,155,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
952,18,155,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
953,18,155,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
954,18,155,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
955,18,151,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
956,18,151,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
957,18,150,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
958,18,150,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
959,18,150,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
960,18,150,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
961,18,150,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
962,18,150,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
963,18,150,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
964,18,150,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
965,18,150,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
966,18,150,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
967,18,152,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
968,18,152,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
969,18,152,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
970,18,152,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
971,18,152,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
972,18,152,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
973,18,152,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
974,18,152,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
975,18,154,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
976,18,154,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
977,18,152,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
978,18,152,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
979,18,152,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
980,18,152,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
981,18,152,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
982,18,152,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
983,18,152,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
984,18,152,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
985,18,151,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
986,18,151,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
987,18,151,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
988,18,151,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
989,18,151,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
990,18,151,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
991,18,159,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
992,18,159,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
993,18,159,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
994,18,159,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
995,18,159,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
996,18,159,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
997,18,159,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
998,18,159,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
999,18,159,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
1000,18,153,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
1001,18,153,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
1002,18,160,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
1003,18,160,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
1004,18,160,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
1005,18,160,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
1006,18,160,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
1007,18,153,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
1008,18,153,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
1009,18,160,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
1010,18,160,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
1011,18,160,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
1012,18,160,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
1013,18,160,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
1014,18,160,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
1015,18,160,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
1016,18,160,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
1017,18,158,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
1018,18,158,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
1019,18,158,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
1020,18,152,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
1021,18,152,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
1022,18,152,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
1023,18,152,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
1024,18,158,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
1025,18,170,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
1026,18,170,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
1027,18,170,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
1028,18,170,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
1029,18,151,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
1030,18,170,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
1031,18,170,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
1032,18,151,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
1033,18,151,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
1034,18,151,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
1035,18,151,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
1036,18,155,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
1037,18,155,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
1038,18,155,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
1039,18,155,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
1040,18,155,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
1041,18,151,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
1042,18,155,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
1043,19,170,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1044,19,170,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1045,19,170,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1046,19,170,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1047,19,170,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1048,19,170,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1049,19,170,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1050,19,170,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1051,19,170,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1052,19,170,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1053,19,170,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1054,19,170,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1055,19,170,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1056,19,170,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1057,19,170,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1058,19,170,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1059,19,170,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1060,19,170,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1061,19,170,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1062,19,170,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1063,19,170,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1064,19,170,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1065,19,170,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1066,19,170,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1067,19,170,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1068,19,170,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1069,19,162,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1070,19,162,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1071,19,162,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1072,19,162,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1073,19,162,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1074,19,162,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1075,19,162,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1076,19,161,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1077,19,161,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1078,19,161,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1079,19,161,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1080,19,161,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1081,19,161,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1082,19,161,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1083,19,161,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1084,19,161,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1085,19,161,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1086,19,161,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1087,19,161,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1088,19,161,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1089,19,161,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1090,19,161,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1091,19,161,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1092,19,161,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1093,19,161,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1094,19,49,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1095,19,161,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1096,19,161,"Los Angeles",1,"LONG BEACH",20,"SOUTH LA",14
1097,19,170,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1098,19,167,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1099,19,167,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1100,19,169,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1101,19,168,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1102,19,167,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1103,19,169,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1104,19,169,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1105,19,169,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1106,19,169,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1107,19,169,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1108,19,168,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1109,19,166,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1110,19,166,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1111,19,166,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1112,19,166,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1113,19,169,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1114,19,169,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1115,19,169,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1116,19,168,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1117,19,169,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1118,19,169,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1119,19,170,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1120,19,165,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1121,19,165,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1122,19,162,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1123,19,165,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1124,19,165,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1125,19,165,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1126,19,165,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1127,19,165,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1128,19,165,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1129,19,161,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1130,19,165,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1131,19,165,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1132,19,165,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1133,19,165,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1134,19,165,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1135,19,165,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1136,19,165,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1137,19,163,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1138,19,165,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1139,19,165,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1140,19,165,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1141,19,163,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1142,19,164,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1143,19,164,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1144,19,164,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1145,19,164,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1146,19,164,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1147,19,164,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1148,19,163,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1149,19,164,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1150,19,164,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1151,19,164,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1152,19,164,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1153,19,164,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1154,19,164,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1155,19,163,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1156,19,164,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1157,19,164,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1158,19,163,"Los Angeles",1,"TORRANCE / CARSON",19,"SOUTH LA",14
1159,20,163,"Los Angeles",1,"LONG BEACH",20,"SOUTH LA",14
1160,20,27,"Los Angeles",1,"LONG BEACH",20,"SOUTH LA",14
1161,20,27,"Los Angeles",1,"LONG BEACH",20,"SOUTH LA",14
1162,20,27,"Los Angeles",1,"LONG BEACH",20,"SOUTH LA",14
1163,20,27,"Los Angeles",1,"LONG BEACH",20,"SOUTH LA",14
1164,20,27,"Los Angeles",1,"LONG BEACH",20,"SOUTH LA",14
1165,20,27,"Los Angeles",1,"LONG BEACH",20,"SOUTH LA",14
1166,20,27,"Los Angeles",1,"LONG BEACH",20,"SOUTH LA",14
1167,20,27,"Los Angeles",1,"LONG BEACH",20,"SOUTH LA",14
