TAZ,RSA,CSA,COUNTY,COUNTY_ID,DIST,DIST_ID,SUPDIST,SUPDIST_ID
2803,29,263,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2804,29,264,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2805,29,258,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2806,29,258,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2807,29,258,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2808,29,264,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2809,29,258,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2810,29,264,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2811,29,264,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2812,29,264,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2813,29,264,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2814,29,264,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2815,29,264,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2816,29,264,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2817,29,264,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2818,29,264,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2819,29,262,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2820,29,262,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2821,29,262,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2822,29,262,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2823,29,260,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2824,28,271,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2825,28,271,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2826,28,272,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2827,28,272,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2828,28,272,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2829,28,272,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2830,28,272,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2831,28,272,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2832,28,273,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2833,28,273,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2834,28,273,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2835,28,270,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2836,28,270,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2837,28,270,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2838,29,263,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2839,29,258,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2840,29,259,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2841,29,259,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2842,29,258,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2843,29,261,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2844,29,262,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2845,29,262,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2846,29,262,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2847,29,262,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2848,29,262,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2849,29,262,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2850,29,262,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2851,29,262,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2852,29,262,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2853,29,262,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2854,29,262,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2855,29,266,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2856,29,266,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2857,29,266,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2858,29,266,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2859,29,266,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2860,29,266,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2861,29,266,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2862,28,267,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2863,28,267,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2864,28,268,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2865,28,268,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2866,28,268,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2867,28,268,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2868,28,272,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2869,28,272,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2870,28,268,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2871,28,268,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2872,28,272,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2873,28,274,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2874,28,272,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2875,28,274,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2876,28,267,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2877,28,267,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2878,28,267,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2879,28,268,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2880,28,268,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2881,28,268,"San Bernardino",4,"San Bernardino",4,"SOUTHEAST",15
2882,1,298,"Ventura",5,"Ventura",5,"VENTURA",11
2883,2,295,"Ventura",5,"Ventura",5,"VENTURA",11
2884,2,294,"Ventura",5,"Ventura",5,"VENTURA",11
2885,2,294,"Ventura",5,"Ventura",5,"VENTURA",11
2886,2,294,"Ventura",5,"Ventura",5,"VENTURA",11
2887,2,295,"Ventura",5,"Ventura",5,"VENTURA",11
2888,2,294,"Ventura",5,"Ventura",5,"VENTURA",11
2889,2,294,"Ventura",5,"Ventura",5,"VENTURA",11
2890,2,295,"Ventura",5,"Ventura",5,"VENTURA",11
2891,2,296,"Ventura",5,"Ventura",5,"VENTURA",11
2892,2,296,"Ventura",5,"Ventura",5,"VENTURA",11
2893,2,296,"Ventura",5,"Ventura",5,"VENTURA",11
2894,2,296,"Ventura",5,"Ventura",5,"VENTURA",11
2895,2,294,"Ventura",5,"Ventura",5,"VENTURA",11
2896,2,296,"Ventura",5,"Ventura",5,"VENTURA",11
2897,2,294,"Ventura",5,"Ventura",5,"VENTURA",11
2898,2,294,"Ventura",5,"Ventura",5,"VENTURA",11
2899,2,297,"Ventura",5,"Ventura",5,"VENTURA",11
2900,2,294,"Ventura",5,"Ventura",5,"VENTURA",11
2901,6,299,"Ventura",5,"Ventura",5,"VENTURA",11
2902,6,299,"Ventura",5,"Ventura",5,"VENTURA",11
2903,6,299,"Ventura",5,"Ventura",5,"VENTURA",11
2904,2,296,"Ventura",5,"Ventura",5,"VENTURA",11
2905,2,296,"Ventura",5,"Ventura",5,"VENTURA",11
2906,2,296,"Ventura",5,"Ventura",5,"VENTURA",11
2907,2,296,"Ventura",5,"Ventura",5,"VENTURA",11
2908,2,296,"Ventura",5,"Ventura",5,"VENTURA",11
2909,2,296,"Ventura",5,"Ventura",5,"VENTURA",11
2910,2,296,"Ventura",5,"Ventura",5,"VENTURA",11
2911,2,294,"Ventura",5,"Ventura",5,"VENTURA",11
2912,2,296,"Ventura",5,"Ventura",5,"VENTURA",11
2913,2,296,"Ventura",5,"Ventura",5,"VENTURA",11
2914,2,296,"Ventura",5,"Ventura",5,"VENTURA",11
2915,2,296,"Ventura",5,"Ventura",5,"VENTURA",11
2916,2,296,"Ventura",5,"Ventura",5,"VENTURA",11
2917,2,296,"Ventura",5,"Ventura",5,"VENTURA",11
2918,2,294,"Ventura",5,"Ventura",5,"VENTURA",11
2919,2,294,"Ventura",5,"Ventura",5,"VENTURA",11
2920,2,297,"Ventura",5,"Ventura",5,"VENTURA",11
2921,3,288,"Ventura",5,"Ventura",5,"VENTURA",11
2922,4,301,"Ventura",5,"Ventura",5,"VENTURA",11
2923,4,301,"Ventura",5,"Ventura",5,"VENTURA",11
2924,4,302,"Ventura",5,"Ventura",5,"VENTURA",11
2925,4,302,"Ventura",5,"Ventura",5,"VENTURA",11
2926,4,302,"Ventura",5,"Ventura",5,"VENTURA",11
2927,4,302,"Ventura",5,"Ventura",5,"VENTURA",11
2928,4,302,"Ventura",5,"Ventura",5,"VENTURA",11
2929,4,302,"Ventura",5,"Ventura",5,"VENTURA",11
2930,3,290,"Ventura",5,"Ventura",5,"VENTURA",11
2931,3,290,"Ventura",5,"Ventura",5,"VENTURA",11
2932,3,290,"Ventura",5,"Ventura",5,"VENTURA",11
2933,3,290,"Ventura",5,"Ventura",5,"VENTURA",11
2934,3,290,"Ventura",5,"Ventura",5,"VENTURA",11
2935,3,288,"Ventura",5,"Ventura",5,"VENTURA",11
2936,3,290,"Ventura",5,"Ventura",5,"VENTURA",11
2937,3,288,"Ventura",5,"Ventura",5,"VENTURA",11
2938,3,289,"Ventura",5,"Ventura",5,"VENTURA",11
2939,3,288,"Ventura",5,"Ventura",5,"VENTURA",11
2940,3,289,"Ventura",5,"Ventura",5,"VENTURA",11
2941,3,289,"Ventura",5,"Ventura",5,"VENTURA",11
2942,3,289,"Ventura",5,"Ventura",5,"VENTURA",11
2943,3,288,"Ventura",5,"Ventura",5,"VENTURA",11
2944,4,301,"Ventura",5,"Ventura",5,"VENTURA",11
2945,4,301,"Ventura",5,"Ventura",5,"VENTURA",11
2946,4,301,"Ventura",5,"Ventura",5,"VENTURA",11
2947,4,302,"Ventura",5,"Ventura",5,"VENTURA",11
2948,4,302,"Ventura",5,"Ventura",5,"VENTURA",11
2949,4,302,"Ventura",5,"Ventura",5,"VENTURA",11
2950,4,302,"Ventura",5,"Ventura",5,"VENTURA",11
2951,4,302,"Ventura",5,"Ventura",5,"VENTURA",11
2952,4,302,"Ventura",5,"Ventura",5,"VENTURA",11
2953,4,302,"Ventura",5,"Ventura",5,"VENTURA",11
2954,4,302,"Ventura",5,"Ventura",5,"VENTURA",11
2955,4,302,"Ventura",5,"Ventura",5,"VENTURA",11
2956,3,291,"Ventura",5,"Ventura",5,"VENTURA",11
2957,3,291,"Ventura",5,"Ventura",5,"VENTURA",11
2958,3,292,"Ventura",5,"Ventura",5,"VENTURA",11
2959,3,290,"Ventura",5,"Ventura",5,"VENTURA",11
2960,3,291,"Ventura",5,"Ventura",5,"VENTURA",11
2961,3,291,"Ventura",5,"Ventura",5,"VENTURA",11
2962,3,291,"Ventura",5,"Ventura",5,"VENTURA",11
2963,3,293,"Ventura",5,"Ventura",5,"VENTURA",11
2964,3,293,"Ventura",5,"Ventura",5,"VENTURA",11
2965,3,293,"Ventura",5,"Ventura",5,"VENTURA",11
2966,3,293,"Ventura",5,"Ventura",5,"VENTURA",11
2967,3,289,"Ventura",5,"Ventura",5,"VENTURA",11
2968,5,287,"Ventura",5,"Ventura",5,"VENTURA",11
2969,5,287,"Ventura",5,"Ventura",5,"VENTURA",11
2970,5,287,"Ventura",5,"Ventura",5,"VENTURA",11
2971,5,287,"Ventura",5,"Ventura",5,"VENTURA",11
2972,5,287,"Ventura",5,"Ventura",5,"VENTURA",11
2973,5,287,"Ventura",5,"Ventura",5,"VENTURA",11
2974,4,287,"Ventura",5,"Ventura",5,"VENTURA",11
2975,4,302,"Ventura",5,"Ventura",5,"VENTURA",11
2976,4,302,"Ventura",5,"Ventura",5,"VENTURA",11
2977,4,302,"Ventura",5,"Ventura",5,"VENTURA",11
2978,3,292,"Ventura",5,"Ventura",5,"VENTURA",11
2979,3,292,"Ventura",5,"Ventura",5,"VENTURA",11
2980,3,291,"Ventura",5,"Ventura",5,"VENTURA",11
2981,3,291,"Ventura",5,"Ventura",5,"VENTURA",11
2982,3,293,"Ventura",5,"Ventura",5,"VENTURA",11
2983,3,293,"Ventura",5,"Ventura",5,"VENTURA",11
2984,5,286,"Ventura",5,"Ventura",5,"VENTURA",11
2985,5,287,"Ventura",5,"Ventura",5,"VENTURA",11
2986,5,286,"Ventura",5,"Ventura",5,"VENTURA",11
2987,5,287,"Ventura",5,"Ventura",5,"VENTURA",11
2988,5,287,"Ventura",5,"Ventura",5,"VENTURA",11
2989,5,287,"Ventura",5,"Ventura",5,"VENTURA",11
2990,5,287,"Ventura",5,"Ventura",5,"VENTURA",11
2991,5,287,"Ventura",5,"Ventura",5,"VENTURA",11
2992,5,287,"Ventura",5,"Ventura",5,"VENTURA",11
2993,5,287,"Ventura",5,"Ventura",5,"VENTURA",11
2994,5,287,"Ventura",5,"Ventura",5,"VENTURA",11
2995,5,287,"Ventura",5,"Ventura",5,"VENTURA",11
2996,18,156,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
2997,18,156,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
2998,18,156,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
2999,18,157,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
3000,18,157,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
3001,18,157,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
3002,18,157,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
3003,18,157,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
3004,18,157,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
3005,18,157,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
3006,18,157,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
3007,18,157,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
3008,18,157,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
3009,18,157,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
3010,18,157,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
3011,18,157,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
3012,18,157,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
3013,18,157,"Los Angeles",1,"SOUTH BAY",18,"SOUTH LA",14
3014,55,8,"Imperial",6,"Imperial",6,"SOUTHEAST",15
3015,55,10,"Imperial",6,"Imperial",6,"SOUTHEAST",15
3016,55,12,"Imperial",6,"Imperial",6,"SOUTHEAST",15
3017,55,8,"Imperial",6,"Imperial",6,"SOUTHEAST",15
3018,-1,-1,"External",7,"External",1,"OTHER",16
3019,-1,-1,"External",7,"External",1,"OTHER",16
3020,-1,-1,"External",7,"External",1,"OTHER",16
3021,-1,-1,"External",7,"External",1,"OTHER",16
3022,-1,-1,"External",7,"External",1,"OTHER",16
3023,-1,-1,"External",7,"External",1,"OTHER",16
3024,-1,-1,"External",7,"External",1,"OTHER",16
3025,-1,-1,"External",7,"External",1,"OTHER",16
3026,-1,-1,"External",7,"External",1,"OTHER",16
3027,-1,-1,"External",7,"External",1,"OTHER",16
3028,-1,-1,"External",7,"External",1,"OTHER",16
3029,-1,-1,"External",7,"External",1,"OTHER",16
3030,-1,-1,"External",7,"External",1,"OTHER",16
3031,-1,-1,"External",7,"External",1,"OTHER",16
3032,-1,-1,"External",7,"External",1,"OTHER",16
3033,-1,-1,"External",7,"External",1,"OTHER",16
3034,-1,-1,"External",7,"External",1,"OTHER",16
3035,-1,-1,"External",7,"External",1,"OTHER",16
3036,-1,-1,"External",7,"External",1,"OTHER",16
3037,-1,-1,"External",7,"External",1,"OTHER",16
3038,-1,-1,"External",7,"External",1,"OTHER",16
3039,-1,-1,"External",7,"External",1,"OTHER",16
3040,-1,-1,"External",7,"External",1,"OTHER",16
3041,-1,-1,"External",7,"External",1,"OTHER",16
3042,-1,-1,"External",7,"External",1,"OTHER",16
3043,-1,-1,"External",7,"External",1,"OTHER",16
3044,-1,-1,"External",7,"External",1,"OTHER",16
3045,-1,-1,"External",7,"External",1,"OTHER",16
3046,-1,-1,"External",7,"External",1,"OTHER",16
3047,-1,-1,"External",7,"External",1,"OTHER",16
3048,-1,-1,"External",7,"External",1,"OTHER",16
3049,-1,-1,"External",7,"External",1,"OTHER",16
3050,-1,-1,"External",7,"External",1,"OTHER",16
3051,-1,-1,"External",7,"External",1,"OTHER",16
3052,-1,-1,"External",7,"External",1,"OTHER",16
3053,-1,-1,"External",7,"External",1,"OTHER",16
3054,-1,-1,"External",7,"External",1,"OTHER",16
3055,-1,-1,"External",7,"External",1,"OTHER",16
3056,-1,-1,"External",7,"External",1,"OTHER",16
3057,-1,-1,"External",7,"External",1,"OTHER",16
3058,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3059,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3060,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3061,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3062,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3063,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3064,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3065,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3066,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3067,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3068,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3069,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3070,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3071,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3072,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3073,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3074,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3075,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3076,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3077,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3078,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3079,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3080,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3081,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3082,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3083,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3084,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3085,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3086,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3087,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3088,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3089,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3090,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3091,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3092,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3093,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3094,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3095,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3096,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3097,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3098,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3099,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3100,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3101,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3102,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3103,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3104,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3105,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3106,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3107,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3108,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3109,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3110,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3111,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3112,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3113,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3114,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3115,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3116,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3117,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3118,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3119,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3120,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3121,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3122,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3123,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3124,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3125,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3126,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3127,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3128,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3129,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3130,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3131,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3132,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3133,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3134,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3135,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3136,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3137,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3138,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3139,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3140,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3141,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3142,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3143,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3144,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3145,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3146,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3147,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3148,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3149,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3150,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3151,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3152,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3153,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3154,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3155,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3156,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3157,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3158,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3159,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3160,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3161,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3162,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3163,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3164,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3165,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3166,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3167,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3168,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3169,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3170,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3171,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3172,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3173,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3174,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3175,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3176,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3177,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3178,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3179,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3180,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3181,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3182,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3183,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3184,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3185,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3186,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3187,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3188,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3189,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3190,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3191,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3192,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3193,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3194,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3195,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3196,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3197,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3198,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3199,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3200,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3201,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3202,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3203,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3204,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3205,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3206,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
3207,-1,-1,"Psuedo",8,"Psuedo",28,"OTHER",16
